artist_name,title,year,danceability,duration,energy,key,loudness,song_hotttnesss,tempo,time_signature
Whitney Cummings,Porn,2009,0.0,78.91546,0.0,10,-4.314,0.21508031850922793,145.562,7
David Bowie,Time Will Crawl (Extended Dance Mix),0,0.0,369.13587,0.0,11,-11.085,0.2718839761869823,121.842,4
The Roots,The Ultimate,0,0.0,237.58322,0.0,1,-2.664,0.47405483093120077,94.819,4
EPMD,Mr. Bozack,1990,0.0,159.26812,0.0,6,-11.498,0.476248227291196,173.423,4
Bruce BecVar,Razamataz,0,0.0,226.82077,0.0,0,-12.778,0.5187598979970994,45.43,4
Between The Buried And Me,Use Of A Weapon (Album Version),2002,0.0,291.39546,0.0,1,-5.765,0.579038701159863,179.406,4
Deborah Coleman,Confused,2000,0.0,209.44934,0.0,5,-3.432,0.3347065490692206,127.122,4
Dark Fortress,Evenfall,2010,0.0,336.16934,0.0,3,-3.832,0.7544044107855595,127.817,4
Emilio,Hoy,0,0.0,165.27628,0.0,10,-13.718,0.0,198.118,1
Los Auténticos Decadentes,No Sé  Lo Que Hacer,0,0.0,199.8624,0.0,7,-9.341,0.0,121.834,4
The Germs,Intro,0,0.0,82.9122,0.0,9,-16.673,0.2998774882739778,64.259,1
Deathstar,Represent,0,0.0,122.56608,0.0,6,-5.766,0.24771546220109708,142.253,4
Donna The Buffalo,Garden Of Eden,0,0.0,231.73179,0.0,5,-6.079,0.30416950343527516,130.545,4
Mindy McCready,Be With Me,2002,0.0,231.33995,0.0,9,-9.018,0.0,88.942,4
Sugarman Three,Mulin' Around,0,0.0,200.35873,0.0,5,-6.692,0.4471357962861778,135.525,4
BT,Knowledge Of Self (Evol Intent Remix),2004,0.0,253.07383,0.0,10,-6.21,0.5782748931228445,136.897,3
Faking David,Sex Will Sell,0,0.0,196.54485,0.0,2,-8.101,0.0,107.303,4
Eric Burdon,Hook Of Holland,0,0.0,271.64689,0.0,6,-9.951,0.4072330149011048,148.142,4
Geggy Tah,Special Someone,2001,0.0,231.54893,0.0,8,-9.781,0.0,103.046,4
Seamus Egan,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),0,0.0,277.18485,0.0,2,-10.638,0.19285634606505803,61.82,1
Bumblefoot,Piranha,2008,0.0,200.35873,0.0,2,-4.793,0.27224568000599825,98.784,4
Foxy Brown / Total,I Can't,0,0.0,287.7122,0.0,8,-3.848,0.5971167029227197,97.143,4
Red Hot Chili Peppers,Venice Queen (Album Version),2002,0.0,367.01995,0.0,0,-5.278,0.9117334982310725,88.57,4
Seven Mary Three,People Like New (LP Version),1997,0.0,238.10567,0.0,9,-10.133,0.0,77.885,4
Alexis HK,Maudits anglois,2009,0.0,202.57914,0.0,11,-12.215,0.3277366831778408,160.066,4
The Family Stand,The Education Of Jamie,0,0.0,413.54404,0.0,9,-10.216,0.0,122.691,4
Andy & Lucas,Dios Bendiga,0,0.0,289.12281,0.0,1,-3.628,0.42744657148843085,143.855,4
Blind Willie Johnson,If I Had My Way I'd Tear This Building Down,1996,0.0,189.3873,0.0,5,-16.111,0.35853497592151906,164.641,1
Onesidezero,Awake (Album Version),2001,0.0,228.80608,0.0,11,-6.036,0.20639691576396524,86.844,4
Fito Paez,La Ley De La Vida,2010,0.0,273.03138,0.0,4,-6.116,0.4961753356732933,124.989,4
Lou Reid & Carolina,It's So Hard To Stumble (When You're Down On Your Knees),0,0.0,145.94567,0.0,4,-9.063,0.0,109.696,4
Jacob Young,Print,0,0.0,335.93424,0.0,5,-21.498,0.0,77.635,5
The Fabulous Thunderbirds,Rainin' In My Heart,1989,0.0,221.23057,0.0,4,-14.977,0.21508031850922793,110.98,3
Chris Vickery,Jokers and Thieves,0,0.0,191.7122,0.0,0,-9.22,0.34092275586437804,141.868,4
Riviera Regime,Doin' It,0,0.0,275.22567,0.0,2,-5.572,0.0,93.03,4
Kool Keith,Wanna Be A Star,1996,0.0,222.30159,0.0,9,-4.224,0.3231121208952123,181.208,4
Lou Ann Barton,Please Come Home For Christmas,1986,0.0,241.26649,0.0,3,-10.733,0.45404276609111616,87.485,3
Rhian Sheehan,Existing Alone,2001,0.0,288.62649,0.0,1,-17.549,0.2707759989463275,42.782,1
The Ghost Of Lemora,Reach For The Ground,0,0.0,208.69179,0.0,11,-7.105,0.46894668418570473,136.89,4
Robin Frederick,Calling Dr Zarkov,0,0.0,272.01261,0.0,3,-12.237,0.0,119.727,4
Y&T,Black Tiger,1982,0.0,275.9571,0.0,6,-8.112,0.3347065490692206,170.773,4
Dolores Keane,Telling Me Lies,1993,0.0,229.92934,0.0,9,-14.375,0.0,114.093,4
Earl Hooker,Love Ain't A Play Thing,1968,0.0,298.91873,0.0,2,-14.476,0.3347065490692206,94.1,3
Usher,I'll Show You Love,1994,0.0,283.89832,0.0,1,-7.275,0.4191258929591558,90.199,4
Shade Sheist / DJ Vice / DJ Echo / Damizza,Holla Boyz Outro,0,0.0,88.39791,0.0,6,-6.016,0.0,180.005,5
Placebo,Evalia,2003,0.0,260.75383,0.0,6,-10.942,0.6973488123429205,78.245,4
David Meece,Gospel Train (LP Version),0,0.0,185.33832,0.0,7,-6.429,0.2854586341256211,162.995,4
A Tribe Called Quest,Scenario,1991,0.0,251.14077,0.0,2,-10.086,0.7040988390054747,102.829,4
Kings Of Leon,My Party (Kenna Remix),2007,0.0,225.27955,0.0,11,-6.205,0.5656665821993944,127.006,4
Cobra Killer,Kick Jump - Part Jump,1998,0.0,112.19546,0.0,3,-10.672,0.34092275586437804,86.96,3
Shaman,Battle Of The Tom Tom,0,0.0,445.77914,0.0,9,-10.329,0.0,138.001,4
Marvin Sapp,Smile,0,0.0,264.09751,0.0,9,-8.299,0.319565986882865,97.022,4
Van Halen,"Dirty Movies"" (Album Version)",1981,0.0,248.00608,0.0,1,-6.635,0.5890156588598198,184.012,4
Teenage Fanclub,The Sun Shines From You,2000,0.0,204.77342,0.0,8,-5.013,0.6720729764093734,127.811,4
Dark Fortress,Ghastly Indoctrination,2006,0.0,459.33669,0.0,1,-7.57,0.7099099374527287,115.37,4
Eddie Turner,Rise,2005,0.0,306.78159,0.0,2,-6.398,0.5317220984213001,91.084,4
Jimmy Wakely,Midnight Wind,0,0.0,171.4673,0.0,0,-13.683,0.0,88.314,7
Deodato,Night Cruiser (Album Version),0,0.0,378.09587,0.0,10,-13.362,0.4944895175021134,113.52,4
Jeff Beck Group,Ice Cream Cakes,1972,0.0,340.34893,0.0,2,-13.637,0.34759285077532753,98.087,5
Malina,Shagi po bitomu steklu,0,0.0,239.72526,0.0,11,-5.497,0.0,153.998,4
Steve Smith,Better Off That Way,0,0.0,270.99383,0.0,7,-7.992,0.22914410371660274,159.621,4
Sugar Minott,Informer,2008,0.0,226.40281,0.0,11,-5.627,0.3725300393660796,154.585,4
Suzi Quatro,Mama's Boy,1979,0.0,217.46893,0.0,4,-11.314,0.6377832856518485,168.165,1
Billy May & His Orchestra,Tenderly,0,0.0,147.59138,0.0,1,-22.729,0.0,64.79,1
Kings Of Leon,Genius,2003,0.0,168.82893,0.0,7,-6.538,0.9102250754999608,125.875,1
The Jeremy Spencer Band,Travellin' (Album Version),0,0.0,206.05342,0.0,4,-9.1,0.26465165838973526,116.137,4
Flamin' Groovies,Evil Hearted Ada,1971,0.0,199.96689,0.0,4,-5.24,0.6616513907264476,235.405,4
Eddie Cantor,That's The Kind Of Baby For Me,2000,0.0,145.31873,0.0,5,-24.705,0.21204540548371908,122.887,3
Roberto Roena,Oriza Eh,0,0.0,224.522,0.0,1,-6.648,0.0,126.291,7
The Brooklyn Tabernacle Choir,Everything I Desire,1995,0.0,226.66404,0.0,8,-11.907,0.0,162.987,4
Everyday Sunday,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),2007,0.0,168.95955,0.0,1,-4.017,0.6014029389463235,151.844,4
Buckwheat Zydeco,Hot Tamale Baby,1987,0.0,246.49098,0.0,6,-7.822,0.4961753356732933,124.577,4
Charley Pride,Let The Chips Fall,0,0.0,163.52608,0.0,0,-11.943,0.5580947631395166,100.893,1
Yami Bolo,The Wonders,0,0.0,234.03057,0.0,6,-10.742,0.23677161143970385,166.749,4
Killswitch Engage,In A Dead World (Album Version),0,0.0,254.45832,0.0,8,-3.902,0.60478851571927,104.939,3
Andy Griffith,Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version),0,0.0,190.85016,0.0,6,-10.239,0.0,96.052,4
Crazy Girl,Get Picked Up,0,0.0,323.00363,0.0,8,-5.533,0.0,91.997,1
Les Ogres De Barback,Printemps,1999,0.0,189.3873,0.0,10,-8.789,0.43703620411161354,148.633,1
Saigon Kick,ICU,0,0.0,233.66485,0.0,0,-8.932,0.37598430150044215,110.487,4
Nicho Hinojosa,Tomame O Dejame,0,0.0,183.17016,0.0,2,-8.579,0.5622820772272303,159.036,4
Lyrics Born,Over You (feat Joyo Velarde_ prod DJ Shadow),2005,0.0,256.13016,0.0,11,-4.316,0.42512465831305757,174.293,3
The Refreshments,My Girlfriend's Friend,0,0.0,195.39546,0.0,7,-5.95,0.37002507448320343,191.436,1
Incubus,Just A Phase,2001,0.0,353.77587,0.0,9,-8.744,0.7096992899333202,107.922,4
Irma Thomas,I'm Gonna Cry Til' My Tears Run Dry,2004,0.0,146.88608,0.0,5,-10.22,0.4051157216913865,183.882,3
Sizzla,Love & Devotion,2003,0.0,197.48526,0.0,5,-6.382,0.0,131.868,5
Giuseppi Logan,Bop Moon,0,0.0,454.94812,0.0,7,-12.518,0.0,104.231,3
Radio Moscow,Broke Down,2009,0.0,255.89506,0.0,0,-6.83,0.7211996583905645,163.087,4
Vusi Mahlasela,Amdokwe,0,0.0,250.48771,0.0,2,-10.29,0.0,120.024,3
Alacranes Musical,Indita Mia (Album Version),0,0.0,284.1073,0.0,0,-5.202,0.0,168.144,3
The Roches,Mr. Sellack (Album Version),1979,0.0,243.51302,0.0,2,-19.514,0.0,131.84,4
John D. Loudermilk,Nassau Town,0,0.0,123.42812,0.0,0,-9.926,0.0,133.582,4
Tina Ann,Too Late (Orange Factory Extended Mix),2003,0.0,395.62404,0.0,9,-3.139,0.0,135.037,4
Kraftwerk,Pocket Calculator (2009 Digital Remaster),0,0.0,272.03873,0.0,3,-8.801,0.5960278877951442,132.026,4
Margaret Becker,Look Me In The Eye,0,0.0,193.74975,0.0,7,-6.108,0.6577006743141642,141.729,4
Ron Goodwin,The Lull Before The Storm,1999,0.0,99.97016,0.0,10,-16.333,0.21204540548371908,71.228,1
The Elders,Gonna Take a Miracle,0,0.0,241.05751,0.0,7,-6.454,0.4454545254934259,146.053,4
Stille Volk,Orgasme Tellurique,2003,0.0,276.37506,0.0,5,-12.685,0.4507622416414992,149.971,4
Doug MacLeod,The Sun Shine Down My Way,2004,0.0,337.42322,0.0,2,-10.516,0.24816662402461448,85.56,3
Jimmy Hughes,Neighbor_ Neighbor,0,0.0,177.26649,0.0,4,-6.953,0.5763999812554107,122.152,4
Emotion Code,Trace Of Time,0,0.0,319.7122,0.0,10,-15.857,0.0,119.534,3
L7,This Ain't Pleasure,1992,0.0,163.13424,0.0,2,-9.429,0.6014631395073651,85.82,3
Bill Perry,Man  On The Side,2004,0.0,217.88689,0.0,9,-6.623,0.0,107.083,4
Billy Price_ Fred Chapellier,The wrong woman,0,0.0,280.55465,0.0,9,-7.597,0.21204540548371908,118.136,1
Ann Hampton Callaway,Skylark,0,0.0,347.79383,0.0,10,-17.462,0.6101227561229483,63.134,5
Corey / Shaquille O'Neal,MVP,0,0.0,261.45914,0.0,7,-5.228,0.0,131.98,4
Hatebreed (int License),Between Hell and A Heartbeat [Explicit],0,0.0,174.28853,0.0,6,-3.731,0.6290718355952272,82.69,4
Moments In Grace,Broken Promises (album version),2004,0.0,195.91791,0.0,10,-6.214,0.4051157216913865,145.147,4
Connie Smith,I'll Come Running,2001,0.0,125.67465,0.0,4,-9.089,0.42744657148843085,124.916,4
Uphill Battle,Thresh Hold,2004,0.0,166.37342,0.0,7,-1.545,0.2603382425674305,108.252,7
Nick Cave & The Bad Seeds,Stagger Lee,1996,0.0,315.08853,0.0,7,-9.29,0.476435219642529,153.768,4
Dave And Ansel Collins,Two Four One,1971,0.0,151.84934,0.0,2,-14.3,0.2623089972119452,117.157,4
K-OS,AquaCityBoy,2006,0.0,161.51465,0.0,10,-5.095,0.5437882725011005,78.971,4
Pascal Obispo,Chlore,1994,0.0,231.00036,0.0,5,-13.691,0.0,139.98,4
John Brown,Sarah Palin {I Wanna Lay Pipe},0,0.0,221.43955,0.0,0,-6.562,0.0,129.977,4
Tanto Metro & Devonte,Fat Tianne,0,0.0,208.45669,0.0,4,-8.148,0.0,79.916,3
Michael McDonald,Nowhere To Run,0,0.0,195.70893,0.0,0,-4.222,0.4537136666933242,128.968,4
Darwin Hobbs,Mercy (Album Version),0,0.0,307.69587,0.0,7,-10.44,0.2338956167859841,89.941,4
Cocoa Tea,Cooling Out,1992,0.0,241.29261,0.0,0,-11.368,0.0,99.894,3
IYOV,I See War,0,0.0,257.4624,0.0,7,-4.063,0.0,104.928,4
Timo Maas,UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix,0,0.0,132.15302,0.0,3,-18.516,0.5114243256864599,76.57,3
The Almost,Little Drummer Boy,2008,0.0,187.11465,0.0,7,-7.387,0.569505198905018,163.975,4
Sofi Marinova,Studen plamuk,0,0.0,190.17098,0.0,0,-4.978,0.0,145.924,4
Los Ninos De Sara,Lioraras,0,0.0,226.58567,0.0,6,-6.195,0.0,115.021,4
Tom Collier,Eddie's Pad,0,0.0,411.42812,0.0,0,-17.325,0.21001177949168065,111.743,4
Heavenly,Liberty,0,0.0,327.6273,0.0,4,-4.283,0.503752061361102,175.007,4
Los Morros Del Norte,Raza Cristalera,0,0.0,130.76853,0.0,7,-7.092,0.0,120.129,3
Helen Love,First Boyfriend,2007,0.0,156.21179,0.0,8,-6.674,0.21204540548371908,195.026,5
Yuko Kanzaki,Seikurabe (Karaoke),0,0.0,145.8673,0.0,0,-12.27,0.0,89.98,3
30 Seconds To Mars,The Mission,2002,0.0,245.02812,0.0,8,-4.675,0.7936136676102776,190.102,4
Grace Gale,La Matanza,2008,0.0,247.71873,0.0,0,-6.533,0.26586104921065007,155.173,4
King Tee,On Tha Rox,0,0.0,109.13914,0.0,6,-6.211,0.42530424172042486,183.437,4
Alain Morisod,L'Amour en Heritage,0,0.0,241.65832,0.0,7,-19.449,0.0,134.254,4
X,All Over Now,0,0.0,233.22077,0.0,9,-6.898,0.26586104921065007,141.846,4
Stew,L.A. Arteest Café,2003,0.0,299.07546,0.0,4,-14.023,0.0,117.367,4
Cauda Pavonis,Juggernaut,0,0.0,205.11302,0.0,7,-3.697,0.0,180.203,4
Geddy Lee,Runaway Train (LP Version),2000,0.0,271.46404,0.0,0,-5.956,0.6614452229025348,119.953,3
Rick Ross,They Know (Remix),0,0.0,105.40363,0.0,7,-8.451,0.2998774882739778,121.708,1
Seal,Still Love Remains (Album Version),1998,0.0,354.76853,0.0,5,-11.918,0.5075315460078309,153.731,4
The Fureys,The First Leaves Of Autumn,0,0.0,198.5824,0.0,0,-20.975,0.21508031850922793,94.804,4
Simply Red,Maybe Someday...,1987,0.0,258.08934,0.0,0,-9.38,0.56142851762879,83.73,4
Juana Molina,j Uh!,2004,0.0,213.26322,0.0,2,-19.775,0.6265859803064825,46.867,1
David Meece,Seventy Times Seven (LP Version),0,0.0,268.01587,0.0,9,-13.474,0.26586104921065007,119.437,4
Mothers Pride,Silence,0,0.0,244.71465,0.0,7,-6.155,0.0,79.252,4
Byzantine,Absolute Horizon,2008,0.0,300.01587,0.0,0,-5.663,0.5187598979970994,198.016,4
Halfway to Gone,Turnpike,2004,0.0,255.42485,0.0,6,-5.544,0.5419660193708116,122.624,4
Robben Ford,Spoonful,2009,0.0,367.98649,0.0,2,-6.626,0.37598430150044215,126.42,4
The Steeles,On The Road To Emmaus,0,0.0,231.41832,0.0,2,-10.447,0.0,117.437,4
Beherit,Werewolf_ Semen And Blood,1993,0.0,185.05098,0.0,8,-13.213,0.5493423317879715,141.621,4
Bobby Darin,Moritat (Mack The Knife),0,0.0,210.38975,0.0,1,-7.54,0.0,81.895,5
Nick Colionne,If You Ask Me,2006,0.0,215.14404,0.0,8,-7.114,0.621195684059579,102.04,4
Elliot Goldenthal,Pickled Heads,2000,0.0,305.50159,0.0,0,-13.959,0.26695518627553855,140.629,4
Marco Beltrami,Revelations,2009,0.0,209.08363,0.0,8,-28.231,0.3347065490692206,121.28,4
Hermeto Pascoal,Little Cry For Him (Chorinho Pra Ele) (LP Version),0,0.0,131.36934,0.0,0,-9.349,0.21508031850922793,179.161,1
Joe Satriani,Just Like Lightnin',2006,0.0,300.82567,0.0,0,-5.943,0.5937951136677091,197.443,4
Michael Stanley Band,Lost In The Funhouse Again,1975,0.0,220.05506,0.0,2,-12.253,0.2506381006533175,140.654,1
Uman,The White Spirit,0,0.0,319.08526,0.0,9,-16.062,0.5527051139046104,160.048,4
Lauren Wood,Time Zone (Album Version),0,0.0,352.33914,0.0,1,-16.137,0.23491548017434158,168.861,5
Ray Pillow,We're Together Again,1998,0.0,129.12281,0.0,9,-13.404,0.21204540548371908,98.015,4
Frankie J,Gone,2005,0.0,273.00526,0.0,4,-6.728,0.5227332607801571,117.844,4
George Nooks,No One Knows,0,0.0,222.14485,0.0,7,-6.735,0.0,85.994,4
Vangelis,Procession,1990,0.0,573.67465,0.0,4,-17.629,0.5889221675559065,119.712,4
Babylon Disco,Multiplayer,2007,0.0,181.39383,0.0,1,-16.156,0.26376758986854226,89.992,4
Maria Bamford,Vennette,2003,0.0,127.16363,0.0,2,-10.377,0.48093421280893994,114.597,7
Rubyhorse,The  First Of The Year,2002,0.0,228.20526,0.0,0,-13.556,0.26586104921065007,125.898,3
Flora Purim,Airto's Jazz Dance,2001,0.0,246.67383,0.0,8,-14.181,0.3347065490692206,137.823,5
THE CHIFFONS,When Summer's Through,1963,0.0,156.36853,0.0,4,-9.059,0.26695518627553855,113.431,4
Marcie Blane,Bobby's Girl (Previously Unreleased Demo - Stereo),0,0.0,143.25506,0.0,0,-12.682,0.6305085723023893,140.903,1
Atman,The Traveller,0,0.0,284.31628,0.0,8,-11.613,0.533312769385804,170.034,4
Ensiferum,Into Battle,2004,0.0,352.49587,0.0,11,-5.827,0.6822046615107683,105.05,1
Eluveitie,(Do)Minion,2010,0.0,307.69587,0.0,11,-4.367,0.6629861610396057,110.018,4
Dark Party,Active,2008,0.0,261.58975,0.0,1,-3.542,0.7314733570496581,175.948,4
Janet Jackson,Interlude: Livin'...In Complete Darkness,0,0.0,67.10812,0.0,2,-19.99,0.4890382091726831,120.45,5
Albin Myers,Times Like These,0,0.0,493.29587,0.0,7,-8.648,0.26586104921065007,127.923,1
Kanda Bongo Man,Djessy,0,0.0,554.68363,0.0,0,-12.831,0.3867024200396644,132.27,4
Múm,Nightly Cares,2004,0.0,249.05098,0.0,1,-15.775,0.7740042743064652,95.576,4
Alex,Love Selecta (feat Iffectz & Marwa),0,0.0,247.43138,0.0,1,-6.023,0.0,127.979,4
Marvin Sapp,Whosoever Will (LP Version),0,0.0,393.09016,0.0,7,-14.668,0.3007531555896651,89.726,3
Eluveitie,A Girls Oath,0,0.0,78.18404,0.0,0,-14.481,0.650676968982036,111.127,3
Keb'Mo',Anybody Seen My Girl,1994,0.0,176.5873,0.0,7,-15.608,0.6624931608196217,79.151,4
Rachael Lampa,I'm All Yours (LP Version),0,0.0,269.00853,0.0,4,-2.224,0.0,101.905,4
Cece Winans,Because Of You,0,0.0,292.51873,0.0,0,-9.915,0.38293509007501925,113.636,3
Epitaph,Hopelessly,0,0.0,494.21016,0.0,7,-11.017,0.3864772912554594,144.84,5
Rodney O_ Joe Cooley,Let's Have Some Fun,1995,0.0,222.24934,0.0,6,-11.255,0.4081108835105221,99.612,4
Alexis HK,Juste Une Fois,2004,0.0,98.66404,0.0,4,-15.615,0.48093421280893994,96.082,5
Steve Erquiaga,Prelude In C Minor From The Well Tempered-Clavier,0,0.0,184.29342,0.0,4,-23.966,0.5571877675186344,116.949,1
Robert Palmer,Love Can Run Faster,1978,0.0,247.95383,0.0,11,-17.664,0.4454545254934259,119.389,4
Sigmatropic,The Blue Side of The Sun,2007,0.0,263.57506,0.0,1,-8.511,0.2538347361322313,128.006,4
Neon Blonde,New Detroit,2005,0.0,170.70975,0.0,7,-5.059,0.5231750547054699,139.562,1
Soul Ballet,da da Diamonds,2007,0.0,224.86159,0.0,9,-6.769,0.5114243256864599,106.01,4
Milk Inc.,Livin' A Lie (Video Mix),2001,0.0,204.25098,0.0,7,-6.62,0.5135170285371385,141.008,4
Mario Piu',Communication (More Mix),0,0.0,355.39546,0.0,7,-9.3,0.21204540548371908,133.015,4
Bob Crosby,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),0,0.0,171.85914,0.0,0,-14.946,0.26586104921065007,100.317,4
Devo,Soo Bawlz,1979,0.0,141.08689,0.0,9,-11.714,0.5096409655518045,155.26,4
Sofia Karlsson,Blåsut,2009,0.0,165.69424,0.0,6,-10.062,0.3725300393660796,205.16,1
The Perrys,By Faith I Can Touch Him Now,0,0.0,241.44934,0.0,7,-8.962,0.0,45.709,4
Rihanna,Music Of The Sun,2005,0.0,235.98975,0.0,0,-8.298,0.668601100986255,85.976,4
Bill & Gloria Gaither,Til The Storm Passes By,0,0.0,175.15057,0.0,10,-17.452,0.0,75.06,3
Angelo Badalamenti,Dinner Party Pool Music,2001,0.0,86.56934,0.0,1,-23.476,0.6748338760608498,90.336,7
Tommy Torres,Pegadito,0,0.0,219.21914,0.0,9,-7.492,0.6874706409090017,165.977,4
Kanye West,Street Lights,2008,0.0,189.962,0.0,1,-9.644,0.8145172411734816,125.593,3
Natural Elements,More Than Vocals (MTV),0,0.0,246.67383,0.0,1,-12.69,0.0,107.927,1
Dave Brockie Experience,Slips Of Paper,2003,0.0,126.4322,0.0,1,-6.293,0.3231121208952123,138.156,1
Emotion Code,Mesmerise The Future Part 1,0,0.0,503.48363,0.0,5,-17.825,0.0,120.066,4
Debbie Davies,Backseat Driver,1998,0.0,243.30404,0.0,9,-5.981,0.2538347361322313,125.05,4
Sergio Franchi,Oh Little Town Of Bethlehem,0,0.0,165.74649,0.0,10,-14.431,0.42530424172042486,78.841,1
Ashton Shepherd,Old Memory,2008,0.0,260.51873,0.0,3,-6.857,0.52549711888017,45.508,4
I Wayne,Grow Proper,2005,0.0,244.32281,0.0,6,-5.587,0.4649239941807177,67.606,5
Jazzy B,Soorma,2005,0.0,411.68934,0.0,4,-7.172,0.2707759989463275,156.066,4
Les Ogres De Barback,Flamme & co,2004,0.0,404.45342,0.0,2,-10.899,0.21204540548371908,131.509,4
Coffinberry,Welcome To Hell,0,0.0,146.83383,0.0,4,-10.427,0.0,152.628,4
Janitor Joe,Boyfriend,1993,0.0,169.22077,0.0,7,-12.114,0.39200877147130697,160.979,4
Young-Holt Unlimited,We've Only Just Begun (LP Version),1971,0.0,266.05669,0.0,2,-10.095,0.0,156.298,4
Brent Lamb,All The Difference In The World,0,0.0,250.38322,0.0,7,-10.753,0.0,110.0,4
Rokia Traoré,Koronoko,2008,0.0,273.08363,0.0,7,-9.784,0.6635254101486185,109.804,4
Vodka Collins,See You Comin',0,0.0,220.52526,0.0,5,-5.654,0.19224776120882836,143.095,4
Mastodon,Megalodon,2004,0.0,262.89587,0.0,2,-7.628,0.6939969340810942,145.997,1
Joe Rogan,Telepathy/Ted Haggard Got Cured of the Gay,2010,0.0,179.51302,0.0,1,-5.475,0.3552855364230894,134.112,3
Tom Cochrane,Washed Away,1992,0.0,320.44363,0.0,5,-11.415,0.5317220984213001,88.072,4
James Newton Howard,Voices,1997,0.0,95.50322,0.0,2,-28.506,0.3231121208952123,88.662,3
Faith Yang,Song 2,2009,0.0,134.97424,0.0,10,-6.223,0.21204540548371908,136.984,4
The Del McCoury Band,Asheville Turnaround,0,0.0,154.74893,0.0,0,-9.059,0.5187598979970994,177.945,4
Gov't Mule,Broke Down On The Brazos (Album),2009,0.0,378.95791,0.0,5,-5.856,0.77657388291467,196.141,4
Ray Conniff,Popsy,0,0.0,126.58893,0.0,2,-9.568,0.0,82.752,4
Sir Douglas Quintet,She's About A Mover,0,0.0,193.59302,0.0,4,-11.08,0.0,85.2,4
Major Lance,Come See,1963,0.0,141.42649,0.0,6,-9.379,0.46048484498641545,119.712,1
Bad Azz,Ghetto,2003,0.0,255.84281,0.0,1,-7.532,0.5917541605957845,121.871,4
Defect & Quixotic,WristStraining Order,2008,0.0,267.75465,0.0,9,-5.136,0.4359541449935655,102.008,4
Rockin' Dopsie_ Jr.,Down at the Mardi Gras,0,0.0,205.71383,0.0,7,-8.265,0.3135621142479342,104.448,4
Static-X,Love Dump (Demo Version),0,0.0,268.06812,0.0,1,-5.051,0.7101436595606722,129.97,1
Smart Alex,Chinz Ninja (Rui Da Silva mix),0,0.0,543.58159,0.0,1,-10.591,0.349166902124596,0.0,3
OutKast,Call Of Da Wild,1994,0.0,366.39302,0.0,8,-6.788,0.7574713866132109,177.662,4
Bukka White,Single Man Blues,0,0.0,342.7522,0.0,11,-14.419,0.0,87.557,5
Tsar,Conqueror Worm,2005,0.0,220.42077,0.0,9,-2.588,0.3589765264395974,150.23,4
Martin Sexton,White Christmas,2005,0.0,144.19546,0.0,3,-12.031,0.23962909777363708,90.099,3
Elliot Goldenthal,Arrows Of The Gods,2000,0.0,91.74159,0.0,0,-12.671,0.3552855364230894,177.465,4
Dave Valentin,San Juan,0,0.0,262.55628,0.0,0,-10.325,0.0,125.294,4
Casual,Classic Material,0,0.0,188.05506,0.0,2,-5.022,0.0,92.571,4
Jimmy Burns,Groovin' With Jimmy,0,0.0,211.74812,0.0,0,-7.461,0.0,138.755,3
Claire Elzière,Au mariage des Levon-Lecu (Live),0,0.0,152.97261,0.0,5,-11.339,0.0,90.073,4
Dino,Wonderful Peace,0,0.0,206.96771,0.0,8,-22.504,0.2758305647028295,134.279,7
Luke Vibert,Mate Tron,2007,0.0,420.15302,0.0,0,-9.801,0.40003965695463956,125.008,4
Ice,Time Will Tell,0,0.0,285.77914,0.0,5,-5.956,0.5035762243251369,111.046,4
Spiral Stairs,Ladies And Gentlemen,2009,0.0,65.51465,0.0,3,-22.71,0.26586104921065007,100.088,5
Rea_ Chris,E,1999,0.0,366.28853,0.0,9,-13.018,0.4675749482192641,131.948,4
Tito Puente,Mambo Tipico,1993,0.0,180.00934,0.0,7,-10.702,0.21508031850922793,146.24,1
Silverchair,The Door,1997,0.0,213.13261,0.0,7,-5.382,0.7388149958620513,91.922,4
Willie Bobo,Dichoso,0,0.0,197.40689,0.0,0,-13.984,0.27718843257631015,80.391,3
Lifehouse,Better Luck Next Time,2005,0.0,215.82322,0.0,1,-4.176,0.6615766918618352,164.002,4
Ricardo Arjona,La mujer que no sone (Album),0,0.0,219.68934,0.0,0,-10.208,0.6451594473715897,93.376,3
Tyrone Wells,Baby Don't You Change,2005,0.0,252.65587,0.0,1,-7.825,0.722844727956539,151.699,4
John Sebastian,Sportin' Life,0,0.0,189.51791,0.0,0,-19.944,0.0,103.666,3
Scar Symmetry,The Three-Dimensional Shadow,2008,0.0,237.84444,0.0,1,-3.492,0.710101510433833,110.107,4
Concretes,Souvenirs,2007,0.0,204.85179,0.0,2,-11.112,0.4830645596002331,89.676,4
Izzy Stradlin And The Ju Ju Hounds,Train Tracks,1992,0.0,267.65016,0.0,7,-10.097,0.5375039041917102,150.404,4
Don Campbell,Unchain Us,0,0.0,223.29424,0.0,1,-6.87,0.4173138028026521,157.897,4
Bert Kaempfert,Don't Go,1996,0.0,184.31955,0.0,5,-20.282,0.0,118.971,4
