song,artist,class,year,danceability,duration,energy,key,loudness,song_hotttnesss,tempo,time_signature
Dedicado,Miguel Gallardo,10,0,0.0,227.60444,0.0,10,-10.369,0.26586104921065007,108.789,4
Dedicated,Paul Carrack,10,1989,0.0,324.46649,0.0,4,-14.241,0.5983201493263065,134.123,4
Dedicated To The One I Love,The Shirelles,0,1960,0.0,127.29424,0.0,10,-11.539,0.0,71.597,4
Deep Blue,Dave Eggar,10,2005,0.0,225.25342,0.0,2,-27.019,0.2623089972119452,149.895,4
Deep Inside,Converge,10,0,0.0,407.03955,0.0,5,-7.49,0.2866059554596575,152.775,4
Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder,10,0,0.0,340.11383,0.0,10,-12.752,0.52549711888017,112.097,4
Deep Sea Creature,Mastodon,10,2001,0.0,280.21506,0.0,5,-3.306,0.5976407977147769,173.205,5
Defend You (Album Version),Silverstein,10,2005,0.0,208.16934,0.0,4,-2.14,0.823777512753036,197.722,4
Deform (live),The Berzerker,10,2000,0.0,165.61587,0.0,1,-6.222,0.0,174.287,3
Degrees of Freedom,Rhian Sheehan,10,2002,0.0,314.48771,0.0,8,-10.215,0.3603705827121406,216.023,4
Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),Los Iracundos,10,0,0.0,188.05506,0.0,5,-9.368,0.0,93.283,3
Dekh Le,Sunidhi Chauhan / Anu Malik / Jatin Sharma,10,0,0.0,319.32036,0.0,9,-9.63,0.42530424172042486,127.98,4
Delilah,The Sensational Alex Harvey Band,10,1975,0.0,316.81261,0.0,5,-12.936,0.5701059300583878,90.689,3
Delirio,Rene Touzet,10,0,0.0,198.922,0.0,1,-16.034,0.0,111.493,4
Den Me Agapas,Anna Vissi,10,0,0.0,296.30649,0.0,11,-12.712,0.5278181365564875,166.891,4
Denise,Chico Hamilton,10,0,0.0,473.49506,0.0,5,-17.276,0.21508031850922793,115.405,1
Denk,Samy Deluxe,10,2004,0.0,237.19138,0.0,1,-5.129,0.5216592580484611,164.041,4
Deportees,The Gaskets,10,0,0.0,232.69832,0.0,5,-5.619,0.0,83.942,4
Depressionista,Every Time I Die,10,2007,0.0,148.92363,0.0,9,-4.912,0.6351645979611786,95.611,4
Dept. Of Youth,Pretty Boy Floyd,10,0,0.0,179.48689,0.0,6,-13.434,0.4627689450607072,139.947,3
Der Kleine Idiot,Marco Rima,10,0,0.0,362.9971,0.0,9,-8.036,0.0,187.511,4
Der weisse Mond von Maratonga,Oesch's die Dritten,10,2007,0.0,209.97179,0.0,0,-7.094,0.0,93.265,4
Descontrol,Daddy Yankee,10,2010,0.0,172.90404,0.0,1,-4.064,0.7449865097672015,93.029,4
Desde el este,Facto Delafe y las flores azules,10,2007,0.0,100.362,0.0,7,-7.221,0.5184187065975314,96.007,4
Desde mi cielo,Mago de Oz,10,2005,0.0,380.682,0.0,2,-7.736,0.6796860547444804,110.255,5
Desire,Rockabye Baby!,10,0,0.0,312.78975,0.0,8,-11.918,0.3864772912554594,100.043,3
Desperados,The Game,10,0,0.0,264.09751,0.0,8,-4.762,0.3725300393660796,74.697,3
Desperate Man Blues,Daniel Johnston,10,1983,0.0,219.76771,0.0,9,-24.308,0.6852749016984653,92.938,1
Destination Eschaton (Hardfloor Vocal Mix),Shamen,10,2002,0.0,443.03628,0.0,7,-6.519,0.0,86.561,5
Destined To Win,DeGarmo & Key,10,1988,0.0,203.62404,0.0,4,-6.917,0.5033812362063191,120.548,4
Destino Ingrato,Carmen Y Laura,10,0,0.0,174.70649,0.0,7,-10.274,0.0,85.216,1
Destiny Ft: Lesk One,Ol' Dirty Bastard,10,0,0.0,180.45342,0.0,7,-3.949,0.3867901771390143,90.473,4
Destroy Babylon,Bad Brains,10,1983,0.0,85.26322,0.0,9,-9.614,0.5896378913586399,86.536,4
Destroy Everything (Album Version),Hatebreed,10,2006,0.0,209.05751,0.0,7,-3.08,0.25923154445130436,110.016,4
Deus Ex Machina,William Orbit,10,1993,0.0,339.80036,0.0,8,-35.277,0.4507622416414992,152.084,3
Devil's Daughter,Eric Burdon,10,1988,0.0,262.97424,0.0,5,-8.737,0.4634896622372766,80.031,4
Devon,Gabriel Yared,10,2003,0.0,229.98159,0.0,9,-19.64,0.3135621142479342,111.577,3
Dhol Vajda,Tigerstyle,10,0,0.0,351.45098,0.0,5,-8.025,0.34092275586437804,85.003,4
Diamond Eyes (Album Version),Deftones,10,2010,0.0,188.26404,0.0,8,-4.365,0.6275314670603107,153.713,1
Diamond In The Bluff,Memphis Sheiks,10,0,0.0,282.33098,0.0,9,-16.547,0.0,173.661,4
Diamond In The Rough,Syl Johnson,10,2000,0.0,176.74404,0.0,4,-8.242,0.46048484498641545,144.344,4
Dicen Por Ahi,Enrique Iglesias,10,1998,0.0,229.0673,0.0,0,-6.947,0.46987300095423234,101.43,4
Dichoso,Willie Bobo,10,0,0.0,197.40689,0.0,0,-13.984,0.27718843257631015,80.391,3
Did Ya Say That,GZA/The Genius,10,2002,0.0,237.34812,0.0,5,-5.928,0.5580370467882075,104.013,5
Did You Ever Go Steady,THE CHIFFONS,10,1963,0.0,138.762,0.0,9,-6.863,0.3943948561005826,122.939,4
Did You Get My Message?  (Live From Shubas),Jason Mraz,10,2007,0.0,336.43057,0.0,6,-10.26,0.4479154431459249,104.296,4
Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,10,2005,0.0,140.01587,0.0,0,-9.906,0.5017260817454576,72.74,7
Dido,Kékélé,10,2001,0.0,264.12363,0.0,9,-6.112,0.3347065490692206,139.243,5
Die Meisten,Samy Deluxe,10,2001,0.0,235.98975,0.0,1,-7.557,0.6205815482847123,85.865,4
Die Romantic [Live],Aiden,10,0,0.0,241.03138,0.0,7,-7.561,0.47212111953959446,125.653,4
Die Slow,Sheek Louch,10,2009,0.0,64.65261,0.0,8,-4.592,0.5890156588598198,157.696,4
Die Tür die zum Glück führt,Franco,10,0,0.0,220.47302,0.0,4,-13.319,0.0,126.037,4
Die Zeit,Oesch's die Dritten,10,0,0.0,168.28036,0.0,8,-8.079,0.0,96.447,3
Dieter's Theme,Klaus Badelt,10,2007,0.0,203.15383,0.0,5,-12.939,0.42512465831305757,119.831,3
Dig Up,Cindy Morgan,10,0,0.0,217.83465,0.0,6,-5.267,0.23838001173288925,108.941,4
Dig Up Her Bones,The Misfits,10,1997,0.0,181.21098,0.0,10,-5.128,0.7748541268253589,111.153,4
Digital [Live at Birmingham University] [2007 Re-mastered],Joy Division,10,0,0.0,218.56608,0.0,2,-12.941,0.4471357962861778,162.394,4
Digitaria,Bill Laswell,10,1996,0.0,381.30893,0.0,2,-9.232,0.3867901771390143,172.955,4
Dime Si Me Quieres,Andy & Lucas,10,2008,0.0,213.52444,0.0,2,-4.85,0.48456252996792964,97.786,4
Dimension,Wolfmother,10,2004,0.0,260.91057,0.0,2,-4.598,0.7761267755560965,141.769,4
Dinner Party Pool Music,Angelo Badalamenti,10,2001,0.0,86.56934,0.0,1,-23.476,0.6748338760608498,90.336,7
Dinosaur Bones,Showbread,10,2006,0.0,264.01914,0.0,7,-4.789,0.48917400240575637,112.734,4
Dios Bendiga,Andy & Lucas,10,0,0.0,289.12281,0.0,1,-3.628,0.42744657148843085,143.855,4
Dipset (Santana's Town) (Skit),Juelz Santana / Freekey Zeekey / Monique Garnett,10,2003,0.0,79.64689,0.0,0,-19.771,0.38293509007501925,196.482,3
Directions to my special place,themselves,10,2003,0.0,274.1024,0.0,9,-13.275,0.5498953449133953,95.779,4
Dirty Dancer  (LP Version),MICHAEL WHITE,10,0,0.0,239.64689,0.0,3,-13.54,0.23906288705968087,124.237,4
Dirty Old Man,Len Barry,10,0,0.0,293.95546,0.0,1,-11.708,0.0,112.281,4
Dirty_ Dirty  (Album Version),Crazy Horse,10,0,0.0,212.92363,0.0,0,-9.698,0.5692756506754788,95.415,4
Dis moi,Mil,10,0,0.0,200.56771,0.0,1,-5.041,0.0,199.747,4
Disappeared,John Wesley_ John Wesley,10,0,0.0,351.08526,0.0,7,-7.513,0.4287022625232594,133.405,5
Disciplinarian,Margaret Smith,10,0,0.0,46.86322,0.0,6,-17.532,0.42409081096743817,111.006,1
Disco Jonki,Dusminguet,10,1998,0.0,168.69832,0.0,0,-8.275,0.368413732666965,152.168,1
Disco Medley (Live At Houston Astrodome),Selena,10,0,0.0,222.11873,0.0,7,-6.804,0.0,123.759,4
Disease,Dokken,10,2008,0.0,210.88608,0.0,6,-5.152,0.46054128135865785,89.019,4
Disposition (feat. Jest),Vex'd,10,2010,0.0,243.25179,0.0,6,-7.8,0.633809245209902,142.212,4
Distancia,Alberto Cortez,10,1989,0.0,252.78649,0.0,3,-5.896,0.3347065490692206,91.008,5
Distant Cousin,George Schuller,10,0,0.0,409.0771,0.0,7,-13.132,0.0,103.022,3
Distant Voices,Atman,10,2002,0.0,268.22485,0.0,1,-11.783,0.37952332442218817,91.007,4
Distractions,Dictafone,10,0,0.0,307.98322,0.0,2,-7.929,0.0,101.375,3
Dixième Commandement,Papa Wemba,10,0,0.0,379.08853,0.0,4,-6.649,0.0,123.157,4
Dj,Markscheider Kunst,10,2010,0.0,239.0722,0.0,7,-7.427,0.4609631614243544,152.887,4
Djessy,Kanda Bongo Man,10,0,0.0,554.68363,0.0,0,-12.831,0.3867024200396644,132.27,4
Djungelstadt,Sonic Subjunkies,10,1994,0.0,266.34404,0.0,1,-6.31,0.0,143.267,3
Do It All Over Again,Sweet,10,0,0.0,265.97832,0.0,7,-5.425,0.21508031850922793,150.116,4
Do It Nice,Suicide,10,1999,0.0,323.94404,0.0,9,-13.753,0.52549711888017,130.826,5
Do It_ Fluid,Blackbyrds,10,0,0.0,325.92934,0.0,5,-7.863,0.7257250534334261,194.922,7
Do You Finally Need A Friend,Terry Callier,10,1972,0.0,342.56934,0.0,6,-11.939,0.4137398358601097,110.189,3
Do You See The Light (Deep Ethno Mix),SNAP!,10,1996,0.0,293.92934,0.0,1,-13.615,0.0,131.977,4
Do You Want To,Franz Ferdinand,7,2005,0.0,214.9873,0.0,0,-3.509,0.8493772804514886,124.01,4
Do Your Will (Album Version),The Rance Allen Group,10,0,0.0,337.162,0.0,0,-4.152,0.36560316273784,105.994,4
Doble Bombo,Las Ketchup,10,2006,0.0,171.80689,0.0,0,-4.134,0.23993682440382563,167.954,1
Doctor Of Hearts (Album Version),THE CHIFFONS,10,0,0.0,166.922,0.0,3,-7.0,0.0,120.712,3
Dodo's Bounce,James Carter,10,2008,0.0,366.0273,0.0,8,-18.826,0.47212111953959446,140.666,4
Does It Float,Dinosaur Jr.,10,1985,0.0,198.53016,0.0,0,-5.233,0.5874265067023358,185.452,1
Doesn't Get Much Better,Kyle Riabko,10,2005,0.0,211.53914,0.0,11,-4.618,0.6010343171294994,102.034,4
Dog Tagged,Kill The Client,10,2008,0.0,57.18159,0.0,8,-2.541,0.4983546118395694,138.207,1
Doggin' Around,Rita Chiarelli,10,2004,0.0,237.7922,0.0,5,-9.517,0.0,90.282,3
Dogon,Carl Crack,10,1998,0.0,256.70485,0.0,7,-12.891,0.0,51.265,1
Doin' It,Riviera Regime,10,0,0.0,275.22567,0.0,2,-5.572,0.0,93.03,4
Doing Time (Album Version),Bad Religion,10,1982,0.0,180.81914,0.0,9,-5.098,0.5926412033467617,121.805,4
Dolorosa (Live),Cali,10,2006,0.0,339.80036,0.0,5,-6.871,0.0,160.126,1
Domingo Valdovinos,Los Originales De San Juan,10,0,0.0,181.86404,0.0,7,-8.196,0.0,112.442,3
Domino,Kiss,10,0,0.0,240.45669,0.0,2,-8.471,0.6320809374994478,91.413,1
Don't Bogart,Headhunter,10,0,0.0,267.59791,0.0,8,-6.536,0.0,141.36,3
Don't Call Me Andy,Andrew W.K.,10,2006,0.0,165.51138,0.0,2,-3.378,0.5306630301441494,120.153,4
Don't Crush It,Kool Keith,10,1997,0.0,258.19383,0.0,6,-6.062,0.5132191416281197,90.902,4
Don't Cry_ Joe,Gordon Jenkins,10,0,0.0,190.48444,0.0,5,-11.549,0.26586104921065007,66.988,4
Don't Do That,Pinchers,10,0,0.0,229.01506,0.0,11,-13.229,0.0,92.01,4
Don't Ever (Album Version),Missy Higgins,10,0,0.0,171.38893,0.0,2,-10.709,0.0,125.741,4
Don't Get Around Much Anymore,Natalie Cole,10,1991,0.0,154.61832,0.0,8,-15.084,0.5855790817073204,118.222,4
Don't Go,Bert Kaempfert,10,1996,0.0,184.31955,0.0,5,-20.282,0.0,118.971,4
Don't Go (Produced by Frequency),Wordsworth feat. Adanita Ross,10,2004,0.0,237.13914,0.0,1,-4.612,0.3231121208952123,85.263,4
Don't Go Away,Oasis,10,0,0.0,289.2273,0.0,0,-5.676,0.7335495936634279,162.069,4
Don't Go Breaking My Heart (LP Version),Sergio Mendes,10,0,0.0,152.29342,0.0,4,-13.205,0.33023468276864437,130.892,4
Don't Go Knockin' On My Door,Britney Spears,10,2000,0.0,223.52934,0.0,10,-5.304,0.6504058079031727,111.004,4
Don't It (make Your Troubles Seem Small) (Album Version),Soul Asylum,10,1986,0.0,168.93342,0.0,0,-11.71,0.3725300393660796,195.005,1
Don't Keep Me Wondering,Buddy Miles,10,1997,0.0,121.02485,0.0,7,-9.391,0.30416950343527516,100.573,4
Don't Knock Love,Barbara Carr,10,0,0.0,147.66975,0.0,4,-7.8,0.513189736125819,89.157,4
Don't Know How To Be,God Lives Underwater,10,1995,0.0,215.40526,0.0,2,-5.66,0.56142851762879,169.966,4
Don't Leave,Everyday Sunday,10,2002,0.0,269.73995,0.0,7,-7.462,0.3231121208952123,103.009,4
Don't Let Go,Weezer,10,2001,0.0,180.97587,0.0,2,-3.637,0.7847122657964972,142.68,4
Don't Let Go,Kofi,10,0,0.0,231.33995,0.0,0,-10.258,0.24047374606428715,59.957,1
Don't Let Her Pull You Down,New Found Glory,10,2009,0.0,208.27383,0.0,4,-3.301,0.6631939677740828,192.07,4
Don't Let Me Come Home A Stranger (LP Version),Fernando Ortega,10,1997,0.0,131.10812,0.0,2,-15.001,0.37598430150044215,91.523,4
Don't Let Your Heart Be Hardened (This Means War Album Version),Petra,10,0,0.0,222.61506,0.0,0,-11.403,0.0,107.531,4
Don't Look Back (Radio Edit),Antigone Rising,10,2005,0.0,213.55057,0.0,8,-5.098,0.4454545254934259,123.944,4
Don't Matter,Akon,0,2006,0.0,249.39057,0.0,2,-6.124,0.8475308982878319,125.328,4
Don't Mess With Cupid (1972 demo),New York Dolls,10,0,0.0,186.09587,0.0,10,-12.668,0.0,122.03,4
Don't Mess With Me (2006 Digital Remaster),Whitesnake,10,1978,0.0,204.14649,0.0,2,-4.556,0.3016817567316363,114.902,1
Don't Panic,Coldplay,10,1999,0.0,139.12771,0.0,0,-8.501,0.7819321705817204,122.291,4
Don't Say Goodbye (Album Version),REX ALLEN JR.,10,0,0.0,165.04118,0.0,7,-11.647,0.21204540548371908,80.242,4
Don't Speak,Kinky,10,0,0.0,306.05016,0.0,11,-10.003,0.0,124.995,4
Don't Stop,Flame,10,0,0.0,190.37995,0.0,8,-8.402,0.0,121.015,4
Don't Stop,Jars Of Clay,10,2009,0.0,223.89506,0.0,11,-6.103,0.5306630301441494,127.969,4
Don't Stop,Scweez,10,0,0.0,204.32934,0.0,1,-8.11,0.0,105.037,4
Don't Stop The Music,Michael Stanley Band,10,1980,0.0,218.40934,0.0,9,-9.71,0.26586104921065007,150.799,4
Don't Take Your Love Away From Me (Album Version),Randy Travis,10,1996,0.0,176.43057,0.0,10,-8.504,0.0,112.613,4
Don't Take Your Spirit Away,Deitrick Haddon,10,2008,0.0,234.47465,0.0,0,-6.814,0.56142851762879,131.065,4
Don't Treat Me Bad,Firehouse,1,1990,0.0,258.2722,0.0,3,-7.178,0.7222890066922197,109.993,4
Don't Wanna Be Here (Album Version),Cool For August,10,1997,0.0,214.7522,0.0,9,-5.8,0.2242432404318505,124.22,4
Don't Want To Know (1999 Digital Remaster),Bryan Ferry,10,1994,0.0,247.11791,0.0,3,-6.895,0.48711219486346274,119.897,1
Don't Worry About It (Edited),N.E.R.D.,10,2004,0.0,221.54404,0.0,6,-5.005,0.27893839017042016,61.303,1
Don't Worry Baby (1999 Digital Remaster),Bryan Ferry,10,1973,0.0,253.12608,0.0,4,-8.662,0.4072330149011048,116.36,4
Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,10,0,0.0,245.81179,0.0,1,-13.053,0.0,160.015,4
Don't You Think It's Time To Go,The Del McCoury Band,10,0,0.0,134.68689,0.0,5,-11.197,0.26586104921065007,106.218,4
Don't You Wish It Was True,John Fogerty,10,2007,0.0,250.95791,0.0,4,-5.187,0.6294767326751742,124.505,4
Donde,Fania All Stars,10,0,0.0,290.08934,0.0,8,-7.136,0.4574471670851005,153.316,4
Dont Push Me Away,Jim Jones / Chink Santana,10,0,0.0,289.74975,0.0,10,-6.937,0.41967427880955327,122.038,1
Dontchaletmecatchya,The Wiyos,10,0,0.0,186.30485,0.0,7,-9.866,0.0,192.831,1
Doodlin',Kai Winding,10,1961,0.0,212.92363,0.0,5,-15.237,0.3347065490692206,112.222,1
Doomed To Walk The Earth,Swallow The Sun,10,2007,0.0,509.49179,0.0,3,-6.664,0.6212916535560213,165.908,4
Dope Nose,Weezer,10,2002,0.0,137.37751,0.0,10,-5.477,0.8172275597425861,127.407,4
Dos imposibles,Diego Vasallo,10,0,0.0,225.4624,0.0,7,-6.146,0.0,128.061,4
Down,Montrose,10,0,0.0,197.51138,0.0,5,-12.505,0.5207944070672488,85.493,7
Down (LP Version),Stone Temple Pilots,10,2003,0.0,228.96281,0.0,7,-3.925,0.6873934381215695,134.982,4
Down A Notch,Faking David,10,0,0.0,169.56036,0.0,10,-10.769,0.0,98.259,4
Down And Out In Paradise,John Mellencamp,10,1987,0.0,216.86812,0.0,11,-8.698,0.4507622416414992,134.929,4
Down Home,Nick Ingman,10,1973,0.0,179.43465,0.0,11,-9.146,0.319565986882865,97.571,4
Down In Dixie,Grandpa Jones,10,0,0.0,141.73995,0.0,2,-11.756,0.0,119.271,4
Down In The Hole,James Taylor,10,0,0.0,315.16689,0.0,2,-13.097,0.4432913119053975,100.075,4
Down In The Jungle,Monster Magnet,10,2000,0.0,289.12281,0.0,0,-6.724,0.5519215149416955,89.296,5
Down On Him,Pursuit Of Happiness,10,1988,0.0,151.01342,0.0,7,-10.133,0.42744657148843085,131.966,4
Down On The Corner,La Portuaria,10,2005,0.0,155.03628,0.0,4,-6.611,0.4582882074332055,99.901,4
Down On The Farm (2006 Remastered Edit Version),Little Feat,10,2006,0.0,228.98893,0.0,0,-9.978,0.2707759989463275,97.342,4
Down at the Mardi Gras,Rockin' Dopsie_ Jr.,10,0,0.0,205.71383,0.0,7,-8.265,0.3135621142479342,104.448,4
Down the Line,Gregory Isaacs,10,1979,0.0,219.402,0.0,9,-11.999,0.39200877147130697,138.039,4
Downstream,Broadcast,10,0,0.0,179.30404,0.0,2,-28.138,0.0,138.986,4
Downtown (Album Version),Crazy Horse,10,0,0.0,195.36934,0.0,9,-11.531,0.5428987432910862,146.473,1
Dr Kaotica,Organ Donors,10,0,0.0,455.44444,0.0,8,-3.277,0.0,134.07,4
Dr. Bernice,Cracker,10,1992,0.0,380.86485,0.0,2,-19.164,0.5428987432910862,116.805,3
Dragonfly,Connemara Stone Company,10,0,0.0,192.10404,0.0,2,-7.179,0.21990668461970456,123.36,4
Dragonfly,Diesel Boy,10,1998,0.0,140.06812,0.0,0,-4.564,0.34092275586437804,205.553,4
Drama  (LP Version),Liquid Gang,10,0,0.0,226.0371,0.0,1,-4.945,0.2623089972119452,143.963,4
Dream Baby Dream,Black Tambourine,10,2010,0.0,236.35546,0.0,10,-9.975,0.5932516515310825,131.388,4
Dream Lover,Plasmatics,10,1980,0.0,344.24118,0.0,0,-11.685,0.5428987432910862,125.363,4
Dream Of Ice,Dave Eggar,10,1998,0.0,224.73098,0.0,4,-29.084,0.0,117.298,5
Dream On (LP Version),Blackfoot,10,0,0.0,316.99546,0.0,11,-12.377,0.5565411035048553,123.415,4
Dream State,Paul Taylor,10,0,0.0,266.9971,0.0,5,-6.514,0.2707759989463275,126.649,5
Dreamer (Jamie J Sanchez Club Mix),Janice Robinson,10,0,0.0,459.33669,0.0,7,-6.99,0.26586104921065007,84.655,3
Dreaming Of April,Out Of The Grey,10,1995,0.0,225.95873,0.0,7,-9.598,0.4454545254934259,87.76,7
Dreidel_ Dreidel_ Dreidel_ Dreidel!,Schoolyard Heroes,10,0,0.0,103.41832,0.0,6,-5.898,0.0,86.409,1
Drifting,David Arkenstone,10,2009,0.0,272.74404,0.0,10,-11.812,0.2707759989463275,160.028,4
Drifting Away,Mighty Diamonds,10,0,0.0,224.54812,0.0,7,-8.815,0.2338068286156505,146.02,4
Drifting From Town To Town,Bobby Bland,10,2006,0.0,181.49832,0.0,2,-10.269,0.0,105.927,3
Drinkin' Wine - Original,Gene Simmons,10,0,0.0,162.01098,0.0,7,-12.567,0.0,103.301,4
Drive,The Cars,0,1984,0.0,234.50077,0.0,6,-5.811,0.8330062427807008,111.319,1
Drive,Pacha Massive,10,2007,0.0,300.93016,0.0,9,-7.761,0.5580332287263351,125.994,4
Drive By Music,Outerspace,10,2006,0.0,200.9073,0.0,10,-4.982,0.4408264404988793,181.889,4
Driving Home For Christmas,Chris Rea,10,1986,0.0,241.162,0.0,9,-8.531,0.767727748373397,180.149,4
Driving Wheel,Syl Johnson,10,0,0.0,238.86322,0.0,7,-9.581,0.42744657148843085,122.789,3
Drop Sacrifice,Liquid Stranger,10,2007,0.0,249.49506,0.0,9,-11.727,0.4348380902608562,136.936,4
Drop The Hammer,The Gone Jackals,10,1995,0.0,220.49914,0.0,0,-14.007,0.6245360492594896,99.593,4
Drop the Bass,The Nightraver & The Magican,10,0,0.0,233.53424,0.0,6,-5.483,0.0,184.981,4
Drown In My Own Tears (LP Version),Bobby Darin,10,0,0.0,203.57179,0.0,1,-23.112,0.0,66.232,3
Drowning In Public Approval,Malefaction,10,0,0.0,76.90404,0.0,5,-3.807,0.0,151.379,3
Drugs,At All Cost,10,2007,0.0,443.68934,0.0,3,-6.465,0.4051157216913865,100.331,7
Drummer Boy,The Clark Sisters,10,0,0.0,283.0624,0.0,7,-8.691,0.30416950343527516,108.584,4
Drummer's Circle,Megadrums,10,0,0.0,237.24363,0.0,11,-15.777,0.0,118.713,4
Drunk Driving Tip,Dezz White,10,0,0.0,44.93016,0.0,4,-15.497,0.0,59.021,4
Druzya,Malina,10,0,0.0,232.04526,0.0,1,-6.184,0.0,98.663,1
Du Er Venta I Himlen,Mons Leidvin Takle,10,0,0.0,156.13342,0.0,7,-12.128,0.0,113.069,3
Dubbaq,Legion Of Green Men,10,0,0.0,396.77342,0.0,1,-6.924,0.21204540548371908,149.988,4
Dubrovnic,Les Ogres De Barback,10,0,0.0,212.13995,0.0,0,-4.727,0.21204540548371908,86.092,3
Duck And Run,3 Doors Down,10,1999,0.0,278.90893,0.0,4,-3.863,0.5278181365564875,85.787,4
Ducktails - Moon,The Advantage,10,0,0.0,99.00363,0.0,6,-8.096,0.5142983312649133,184.283,4
Duh Duh Da,Lidell Townsell,10,0,0.0,201.82159,0.0,9,-9.926,0.2084722367788958,125.013,4
Dum Dum (Marble Breaks And Iron Bends),The Dee Jays,10,0,0.0,174.21016,0.0,4,-10.412,0.0,114.375,1
Dump,Mobb Deep featuring Nate Dogg,10,2004,0.0,195.65669,0.0,6,-3.813,0.4961753356732933,91.562,4
Dungeon Master,EPMD / Nocturnal,10,1997,0.0,204.5122,0.0,6,-6.866,0.48023874797942395,180.823,4
Dunn's Revenge,Paul Buckmaster,10,0,0.0,123.76771,0.0,10,-32.586,0.0,134.56,3
Dutty Wine,Tony Matterhorn,10,2006,0.0,183.53587,0.0,10,-5.953,0.6853982601238167,127.493,4
Dying Batteries,Casiotone For The Painfully Alone,10,2001,0.0,51.01669,0.0,0,-20.499,0.6739598444058943,78.16,1
Dying To Stay,Alias,10,0,0.0,310.72608,0.0,1,-6.192,0.4541929882180224,111.67,3
Dying Under A Binary Star,Crematorium,10,2005,0.0,198.26893,0.0,6,-5.428,0.3347065490692206,84.913,4
Dying to Know (Album Version),Pennywise,10,0,0.0,185.5473,0.0,7,-5.163,0.2882379435645541,171.516,4
Dysfunction,Liquid Soul,10,2000,0.0,285.28281,0.0,10,-9.154,0.5363780228724114,183.836,4
Déstockage massif (with Alex Gopher),Etienne de Crécy ,10,0,0.0,215.84934,0.0,10,-8.178,0.42512465831305757,115.862,4
E,Rea_ Chris,10,1999,0.0,366.28853,0.0,9,-13.018,0.4675749482192641,131.948,4
E Samba (Accapella),Junior Jack,10,0,0.0,96.10404,0.0,0,-12.715,0.7903445603060839,106.216,3
E se tu lontana sei,Crazy Horse,10,2006,0.0,191.65995,0.0,2,-10.247,0.0,106.854,3
E-mail From Nigeria,Dr. Elmo,10,0,0.0,203.78077,0.0,5,-13.557,0.0,97.972,5
EU A4,Stress Assassin,10,2003,0.0,229.53751,0.0,0,-11.957,0.21204540548371908,163.725,7
EZ Cuz You're Beautiful (Album Version),Shifty,10,2004,0.0,192.91383,0.0,3,-5.295,0.5944833786044303,163.884,4
Each & Every Direction,Donna The Buffalo,10,0,0.0,376.29342,0.0,9,-6.894,0.319565986882865,131.671,4
Each Time (I Love You More),Jackie Wilson,10,1959,0.0,141.81832,0.0,0,-14.819,0.26586104921065007,106.328,3
Eager (Live),Pete Philly & Perquisite,10,0,0.0,269.40036,0.0,11,-7.307,0.0,104.57,4
Eagle Eye,Bottom Of The Hudson,10,2003,0.0,279.90159,0.0,4,-6.054,0.21508031850922793,74.481,1
Earth Born,Kitaro,10,1983,0.0,173.45261,0.0,4,-30.712,0.5537788460632537,81.623,5
Ease,Public Image Ltd,10,1985,0.0,492.30322,0.0,9,-12.091,0.6392484891503506,193.56,4
Easier By Now,Jamie Richards,10,0,0.0,202.91873,0.0,2,-8.592,0.23401644594547466,84.069,4
East,The Rongetz Foundation,10,0,0.0,390.37342,0.0,4,-8.415,0.3066991647346994,119.992,4
East Bay Bounce,Paul Taylor,10,0,0.0,249.83465,0.0,5,-4.73,0.6406840303493887,100.058,4
East Wind Drum Call,David & Steve Gordon,10,0,0.0,610.95138,0.0,11,-18.5,0.2644816529447162,127.986,3
East to West,Starski and Clutch,10,0,0.0,290.95138,0.0,1,-6.397,0.2619900901483575,151.864,4
Eastern Magic,Jah Debda,10,0,0.0,277.10649,0.0,0,-13.548,0.3402410785830734,90.002,4
Easy Life (Live),Cockney Rejects,10,1997,0.0,176.01261,0.0,4,-10.581,0.3864772912554594,138.836,4
Easy To Lose Hope,Eleanor McEvoy,10,0,0.0,353.04444,0.0,7,-8.192,0.2575974010195877,91.973,4
Eddie's Pad,Tom Collier,10,0,0.0,411.42812,0.0,0,-17.325,0.21001177949168065,111.743,4
Eduardo,Sapo,10,2003,0.0,195.91791,0.0,6,-6.866,0.0,166.002,4
Eeshwar,Niraj Chag,10,0,0.0,109.92281,0.0,9,-12.968,0.37598430150044215,114.993,4
Ego Trip by Nikki Giovanni,Blackalicious,10,1999,0.0,104.93342,0.0,1,-5.625,0.6451314372414961,60.017,1
Ego is the drug/3am,The Frequency,10,0,0.0,1054.37995,0.0,9,-11.906,0.0,246.5,4
Eight (Album Version),Onesidezero,10,2001,0.0,281.12934,0.0,6,-6.765,0.4454545254934259,151.746,1
Eight More Miles To Louisville,Jim Kweskin,10,0,0.0,178.57261,0.0,1,-10.111,0.0,192.89,1
Eimsbush bis 0711,Dynamite Deluxe,10,2000,0.0,152.92036,0.0,11,-7.132,0.34092275586437804,152.343,4
Einfach,Rhinostar,10,0,0.0,206.99383,0.0,3,-5.021,0.0,89.954,4
